i	sum_f	sum_d	real	error_f	error_d
8570000	0.894298	0.857	0.857	-0.043522	-1.16482e-07
8580000	0.89549	0.858	0.858	-0.0436952	-1.16346e-07
8590000	0.896683	0.859	0.859	-0.0438679	-1.1621e-07
8600000	0.897875	0.86	0.86	-0.0440403	-1.16074e-07
8610000	0.899067	0.861	0.861	-0.0442122	-1.15939e-07
8620000	0.900259	0.862	0.862	-0.0443838	-1.15804e-07
8630000	0.901451	0.863	0.863	-0.044555	-1.15669e-07
8640000	0.902643	0.864	0.864	-0.0447257	-1.15534e-07
8650000	0.903835	0.865	0.865	-0.0448961	-1.154e-07
8660000	0.905027	0.866	0.866	-0.0450661	-1.15266e-07
8670000	0.906219	0.867	0.867	-0.0452356	-1.15133e-07
8680000	0.907411	0.868	0.868	-0.0454048	-1.15e-07
8690000	0.908603	0.869	0.869	-0.0455736	-1.14867e-07
8700000	0.909796	0.87	0.87	-0.045742	-1.14734e-07
8710000	0.910988	0.871	0.871	-0.0459101	-1.14602e-07
8720000	0.91218	0.872	0.872	-0.0460777	-1.1447e-07
8730000	0.913372	0.873	0.873	-0.046245	-1.14338e-07
8740000	0.914564	0.874	0.874	-0.0464118	-1.14207e-07
8750000	0.915756	0.875	0.875	-0.0465783	-1.14075e-07
8760000	0.916948	0.876	0.876	-0.0467445	-1.13945e-07
8770000	0.91814	0.877	0.877	-0.0469102	-1.13814e-07
8780000	0.919332	0.878	0.878	-0.0470755	-1.13684e-07
8790000	0.920524	0.879	0.879	-0.0472405	-1.13554e-07
8800000	0.921717	0.88	0.88	-0.0474051	-1.13424e-07
8810000	0.922909	0.881	0.881	-0.0475694	-1.13295e-07
8820000	0.924101	0.882	0.882	-0.0477332	-1.13166e-07
8830000	0.925293	0.883	0.883	-0.0478967	-1.13037e-07
8840000	0.926485	0.884	0.884	-0.0480598	-1.12909e-07
8850000	0.927677	0.885	0.885	-0.0482226	-1.1278e-07
8860000	0.928869	0.886	0.886	-0.048385	-1.12653e-07
8870000	0.930061	0.887	0.887	-0.048547	-1.12525e-07
8880000	0.931253	0.888	0.888	-0.0487086	-1.12398e-07
8890000	0.932445	0.889	0.889	-0.0488699	-1.12271e-07
8900000	0.933637	0.89	0.89	-0.0490308	-1.12144e-07
8910000	0.93483	0.891	0.891	-0.0491914	-1.12017e-07
8920000	0.936022	0.892	0.892	-0.0493516	-1.11891e-07
8930000	0.937214	0.893	0.893	-0.0495114	-1.11765e-07
8940000	0.938406	0.894	0.894	-0.0496709	-1.1164e-07
8950000	0.939598	0.895	0.895	-0.0498301	-1.11514e-07
8960000	0.94079	0.896	0.896	-0.0499888	-1.11389e-07
8970000	0.941982	0.897	0.897	-0.0501473	-1.11265e-07
8980000	0.943174	0.898	0.898	-0.0503053	-1.1114e-07
8990000	0.944366	0.899	0.899	-0.050463	-1.11016e-07
9000000	0.945558	0.9	0.9	-0.0506204	-1.10892e-07
9010000	0.94675	0.901	0.901	-0.0507774	-1.10768e-07
9020000	0.947943	0.902	0.902	-0.0509341	-1.10645e-07
9030000	0.949135	0.903	0.903	-0.0510904	-1.10522e-07
9040000	0.950327	0.904	0.904	-0.0512464	-1.10399e-07
9050000	0.951519	0.905	0.905	-0.051402	-1.10276e-07
9060000	0.952711	0.906	0.906	-0.0515573	-1.10154e-07
9070000	0.953903	0.907	0.907	-0.0517123	-1.10032e-07
9080000	0.955095	0.908	0.908	-0.0518669	-1.0991e-07
9090000	0.956287	0.909	0.909	-0.0520211	-1.09789e-07
9100000	0.957479	0.91	0.91	-0.0521751	-1.09668e-07
9110000	0.958671	0.911	0.911	-0.0523286	-1.09547e-07
9120000	0.959863	0.912	0.912	-0.0524819	-1.09426e-07
9130000	0.961056	0.913	0.913	-0.0526348	-1.09306e-07
9140000	0.962248	0.914	0.914	-0.0527874	-1.09185e-07
9150000	0.96344	0.915	0.915	-0.0529396	-1.09065e-07
9160000	0.964632	0.916	0.916	-0.0530915	-1.08946e-07
9170000	0.965824	0.917	0.917	-0.0532431	-1.08826e-07
9180000	0.967016	0.918	0.918	-0.0533944	-1.08707e-07
9190000	0.968208	0.919	0.919	-0.0535453	-1.08588e-07
9200000	0.9694	0.92	0.92	-0.0536959	-1.0847e-07
9210000	0.970592	0.921	0.921	-0.0538462	-1.08352e-07
9220000	0.971784	0.922	0.922	-0.0539961	-1.08233e-07
9230000	0.972977	0.923	0.923	-0.0541457	-1.08116e-07
9240000	0.974169	0.924	0.924	-0.054295	-1.07998e-07
9250000	0.975361	0.925	0.925	-0.054444	-1.07881e-07
9260000	0.976553	0.926	0.926	-0.0545926	-1.07764e-07
9270000	0.977745	0.927	0.927	-0.054741	-1.07647e-07
9280000	0.978937	0.928	0.928	-0.054889	-1.0753e-07
9290000	0.980129	0.929	0.929	-0.0550367	-1.07414e-07
9300000	0.981321	0.93	0.93	-0.055184	-1.07298e-07
9310000	0.982513	0.931	0.931	-0.0553311	-1.07182e-07
9320000	0.983705	0.932	0.932	-0.0554778	-1.07066e-07
9330000	0.984897	0.933	0.933	-0.0556243	-1.06951e-07
9340000	0.98609	0.934	0.934	-0.0557704	-1.06836e-07
9350000	0.987282	0.935	0.935	-0.0559162	-1.06721e-07
9360000	0.988474	0.936	0.936	-0.0560617	-1.06607e-07
9370000	0.989666	0.937	0.937	-0.0562068	-1.06492e-07
9380000	0.990858	0.938	0.938	-0.0563517	-1.06378e-07
9390000	0.99205	0.939	0.939	-0.0564963	-1.06264e-07
9400000	0.993242	0.94	0.94	-0.0566405	-1.06151e-07
9410000	0.994434	0.941	0.941	-0.0567845	-1.06037e-07
9420000	0.995626	0.942	0.942	-0.0569281	-1.05924e-07
9430000	0.996818	0.943	0.943	-0.0570714	-1.05811e-07
9440000	0.99801	0.944	0.944	-0.0572145	-1.05699e-07
9450000	0.999203	0.945	0.945	-0.0573572	-1.05586e-07
9460000	1.00039	0.946	0.946	-0.0574996	-1.05474e-07
9470000	1.00159	0.947	0.947	-0.0576417	-1.05362e-07
9480000	1.00278	0.948	0.948	-0.0577835	-1.05251e-07
9490000	1.00397	0.949	0.949	-0.057925	-1.05139e-07
9500000	1.00516	0.95	0.95	-0.0580663	-1.05028e-07
9510000	1.00636	0.951	0.951	-0.0582072	-1.04917e-07
9520000	1.00755	0.952	0.952	-0.0583478	-1.04806e-07
9530000	1.00874	0.953	0.953	-0.0584882	-1.04696e-07
9540000	1.00993	0.954	0.954	-0.0586282	-1.04585e-07
9550000	1.01112	0.955	0.955	-0.058768	-1.04475e-07
9560000	1.01232	0.956	0.956	-0.0589074	-1.04365e-07
9570000	1.01351	0.957	0.957	-0.0590466	-1.04256e-07
9580000	1.0147	0.958	0.958	-0.0591855	-1.04146e-07
9590000	1.01589	0.959	0.959	-0.0593241	-1.04037e-07
9600000	1.01708	0.96	0.96	-0.0594624	-1.03928e-07
9610000	1.01828	0.961	0.961	-0.0596004	-1.0382e-07
9620000	1.01947	0.962	0.962	-0.0597381	-1.03711e-07
9630000	1.02066	0.963	0.963	-0.0598756	-1.03603e-07
9640000	1.02185	0.964	0.964	-0.0600127	-1.03495e-07
9650000	1.02304	0.965	0.965	-0.0601496	-1.03387e-07
9660000	1.02424	0.966	0.966	-0.0602862	-1.0328e-07
9670000	1.02543	0.967	0.967	-0.0604225	-1.03172e-07
9680000	1.02662	0.968	0.968	-0.0605585	-1.03065e-07
9690000	1.02781	0.969	0.969	-0.0606942	-1.02958e-07
9700000	1.029	0.97	0.97	-0.0608297	-1.02852e-07
9710000	1.0302	0.971	0.971	-0.0609649	-1.02745e-07
9720000	1.03139	0.972	0.972	-0.0610998	-1.02639e-07
9730000	1.03258	0.973	0.973	-0.0612344	-1.02533e-07
9740000	1.03377	0.974	0.974	-0.0613688	-1.02427e-07
9750000	1.03497	0.975	0.975	-0.0615028	-1.02321e-07
9760000	1.03616	0.976	0.976	-0.0616366	-1.02216e-07
9770000	1.03735	0.977	0.977	-0.0617702	-1.02111e-07
9780000	1.03854	0.978	0.978	-0.0619034	-1.02006e-07
9790000	1.03973	0.979	0.979	-0.0620364	-1.01901e-07
9800000	1.04093	0.98	0.98	-0.0621691	-1.01797e-07
9810000	1.04212	0.981	0.981	-0.0623016	-1.01692e-07
9820000	1.04331	0.982	0.982	-0.0624337	-1.01588e-07
9830000	1.0445	0.983	0.983	-0.0625656	-1.01484e-07
9840000	1.04569	0.984	0.984	-0.0626973	-1.01381e-07
9850000	1.04689	0.985	0.985	-0.0628286	-1.01277e-07
9860000	1.04808	0.986	0.986	-0.0629597	-1.01174e-07
9870000	1.04927	0.987	0.987	-0.0630906	-1.01071e-07
9880000	1.05046	0.988	0.988	-0.0632211	-1.00968e-07
9890000	1.05165	0.989	0.989	-0.0633514	-1.00865e-07
9900000	1.05285	0.99	0.99	-0.0634815	-1.00763e-07
9910000	1.05404	0.991	0.991	-0.0636113	-1.00661e-07
9920000	1.05523	0.992	0.992	-0.0637408	-1.00559e-07
9930000	1.05642	0.993	0.993	-0.06387	-1.00457e-07
9940000	1.05762	0.994	0.994	-0.063999	-1.00355e-07
9950000	1.05881	0.995	0.995	-0.0641278	-1.00254e-07
9960000	1.06	0.996	0.996	-0.0642563	-1.00153e-07
9970000	1.06119	0.997	0.997	-0.0643845	-1.00052e-07
9980000	1.06238	0.998	0.998	-0.0645124	-9.99511e-08
9990000	1.06358	0.999	0.999	-0.0646401	-9.98505e-08
10000000	1.06477	1	1	-0.0647676	-9.97502e-08
10010000	1.06596	1.001	1.001	-0.0648948	-9.96511e-08
10020000	1.06715	1.002	1.002	-0.0650217	-9.95522e-08
10030000	1.06834	1.003	1.003	-0.0651484	-9.94536e-08
10040000	1.06954	1.004	1.004	-0.0652749	-9.93551e-08
10050000	1.07073	1.005	1.005	-0.0654011	-9.92568e-08
10060000	1.07192	1.006	1.006	-0.065527	-9.91587e-08
10070000	1.07311	1.007	1.007	-0.0656527	-9.90608e-08
10080000	1.0743	1.008	1.008	-0.0657781	-9.89631e-08
10090000	1.0755	1.009	1.009	-0.0659033	-9.88656e-08
10100000	1.07669	1.01	1.01	-0.0660282	-9.87683e-08
10110000	1.07788	1.011	1.011	-0.0661529	-9.86712e-08
10120000	1.07907	1.012	1.012	-0.0662774	-9.85743e-08
10130000	1.08026	1.013	1.013	-0.0664016	-9.84776e-08
10140000	1.08146	1.014	1.014	-0.0665255	-9.8381e-08
10150000	1.08265	1.015	1.015	-0.0666493	-9.82847e-08
10160000	1.08384	1.016	1.016	-0.0667727	-9.81885e-08
10170000	1.08503	1.017	1.017	-0.0668959	-9.80925e-08
10180000	1.08623	1.018	1.018	-0.0670189	-9.79967e-08
10190000	1.08742	1.019	1.019	-0.0671417	-9.79011e-08
10200000	1.08861	1.02	1.02	-0.0672642	-9.78057e-08
10210000	1.0898	1.021	1.021	-0.0673864	-9.77105e-08
10220000	1.09099	1.022	1.022	-0.0675085	-9.76155e-08
10230000	1.09219	1.023	1.023	-0.0676302	-9.75206e-08
10240000	1.09338	1.024	1.024	-0.0677518	-9.7426e-08
10250000	1.09457	1.025	1.025	-0.0678731	-9.73315e-08
10260000	1.09576	1.026	1.026	-0.0679942	-9.72372e-08
10270000	1.09695	1.027	1.027	-0.068115	-9.71431e-08
10280000	1.09815	1.028	1.028	-0.0682356	-9.70491e-08
10290000	1.09934	1.029	1.029	-0.068356	-9.69554e-08
10300000	1.10053	1.03	1.03	-0.0684761	-9.68618e-08
10310000	1.10172	1.031	1.031	-0.068596	-9.67684e-08
10320000	1.10291	1.032	1.032	-0.0687157	-9.66752e-08
10330000	1.10411	1.033	1.033	-0.0688351	-9.65822e-08
10340000	1.1053	1.034	1.034	-0.0689543	-9.64894e-08
10350000	1.10649	1.035	1.035	-0.0690733	-9.63967e-08
10360000	1.10768	1.036	1.036	-0.069192	-9.63042e-08
10370000	1.10888	1.037	1.037	-0.0693105	-9.62119e-08
10380000	1.11007	1.038	1.038	-0.0694288	-9.61198e-08
10390000	1.11126	1.039	1.039	-0.0695469	-9.60279e-08
10400000	1.11245	1.04	1.04	-0.0696647	-9.59361e-08
10410000	1.11364	1.041	1.041	-0.0697823	-9.58445e-08
10420000	1.11484	1.042	1.042	-0.0698997	-9.57531e-08
10430000	1.11603	1.043	1.043	-0.0700169	-9.56618e-08
10440000	1.11722	1.044	1.044	-0.0701338	-9.55707e-08
10450000	1.11841	1.045	1.045	-0.0702505	-9.54799e-08
10460000	1.1196	1.046	1.046	-0.070367	-9.53891e-08
10470000	1.1208	1.047	1.047	-0.0704833	-9.52986e-08
10480000	1.12199	1.048	1.048	-0.0705993	-9.52082e-08
10490000	1.12318	1.049	1.049	-0.0707151	-9.5118e-08
10500000	1.12437	1.05	1.05	-0.0708307	-9.5028e-08
10510000	1.12556	1.051	1.051	-0.0709461	-9.49381e-08
10520000	1.12676	1.052	1.052	-0.0710612	-9.48484e-08
10530000	1.12795	1.053	1.053	-0.0711762	-9.47589e-08
10540000	1.12914	1.054	1.054	-0.0712909	-9.46695e-08
10550000	1.13033	1.055	1.055	-0.0714054	-9.45804e-08
10560000	1.13152	1.056	1.056	-0.0715197	-9.44914e-08
10570000	1.13272	1.057	1.057	-0.0716338	-9.44025e-08
10580000	1.13391	1.058	1.058	-0.0717476	-9.43138e-08
10590000	1.1351	1.059	1.059	-0.0718613	-9.42253e-08
10600000	1.13629	1.06	1.06	-0.0719747	-9.4137e-08
10610000	1.13749	1.061	1.061	-0.0720879	-9.40488e-08
10620000	1.13868	1.062	1.062	-0.0722009	-9.39608e-08
10630000	1.13987	1.063	1.063	-0.0723137	-9.3873e-08
10640000	1.14106	1.064	1.064	-0.0724263	-9.37853e-08
10650000	1.14225	1.065	1.065	-0.0725386	-9.36978e-08
10660000	1.14345	1.066	1.066	-0.0726508	-9.36104e-08
10670000	1.14464	1.067	1.067	-0.0727627	-9.35232e-08
10680000	1.14583	1.068	1.068	-0.0728745	-9.34362e-08
10690000	1.14702	1.069	1.069	-0.072986	-9.33494e-08
10700000	1.14821	1.07	1.07	-0.0730973	-9.32627e-08
10710000	1.14941	1.071	1.071	-0.0732084	-9.31761e-08
10720000	1.1506	1.072	1.072	-0.0733193	-9.30897e-08
10730000	1.15179	1.073	1.073	-0.07343	-9.30035e-08
10740000	1.15298	1.074	1.074	-0.0735405	-9.29175e-08
10750000	1.15417	1.075	1.075	-0.0736508	-9.28316e-08
10760000	1.15537	1.076	1.076	-0.0737608	-9.27459e-08
10770000	1.15656	1.077	1.077	-0.0738707	-9.26603e-08
10780000	1.15775	1.078	1.078	-0.0739804	-9.25749e-08
10790000	1.15894	1.079	1.079	-0.0740898	-9.24896e-08
10800000	1.16014	1.08	1.08	-0.0741991	-9.24045e-08
10810000	1.16133	1.081	1.081	-0.0743082	-9.23196e-08
10820000	1.16252	1.082	1.082	-0.074417	-9.22348e-08
10830000	1.16371	1.083	1.083	-0.0745257	-9.21502e-08
10840000	1.1649	1.084	1.084	-0.0746341	-9.20657e-08
10850000	1.1661	1.085	1.085	-0.0747424	-9.19814e-08
10860000	1.16729	1.086	1.086	-0.0748504	-9.18972e-08
10870000	1.16848	1.087	1.087	-0.0749583	-9.18132e-08
10880000	1.16967	1.088	1.088	-0.075066	-9.17294e-08
10890000	1.17086	1.089	1.089	-0.0751734	-9.16457e-08
10900000	1.17206	1.09	1.09	-0.0752807	-9.15621e-08
10910000	1.17325	1.091	1.091	-0.0753878	-9.14787e-08
10920000	1.17444	1.092	1.092	-0.0754946	-9.13955e-08
10930000	1.17563	1.093	1.093	-0.0756013	-9.13124e-08
10940000	1.17682	1.094	1.094	-0.0757078	-9.12295e-08
10950000	1.17802	1.095	1.095	-0.0758141	-9.11467e-08
10960000	1.17921	1.096	1.096	-0.0759202	-9.10641e-08
10970000	1.1804	1.097	1.097	-0.0760261	-9.09816e-08
10980000	1.18159	1.098	1.098	-0.0761318	-9.08993e-08
10990000	1.18278	1.099	1.099	-0.0762373	-9.08171e-08
11000000	1.18398	1.1	1.1	-0.0763426	-9.07351e-08
11010000	1.18517	1.101	1.101	-0.0764478	-9.06532e-08
11020000	1.18636	1.102	1.102	-0.0765527	-9.05714e-08
11030000	1.18755	1.103	1.103	-0.0766574	-9.04899e-08
11040000	1.18875	1.104	1.104	-0.076762	-9.04084e-08
11050000	1.18994	1.105	1.105	-0.0768664	-9.03271e-08
11060000	1.19113	1.106	1.106	-0.0769706	-9.0246e-08
11070000	1.19232	1.107	1.107	-0.0770746	-9.0165e-08
11080000	1.19351	1.108	1.108	-0.0771784	-9.00841e-08
11090000	1.19471	1.109	1.109	-0.077282	-9.00034e-08
11100000	1.1959	1.11	1.11	-0.0773854	-8.99229e-08
11110000	1.19709	1.111	1.111	-0.0774887	-8.98425e-08
11120000	1.19828	1.112	1.112	-0.0775917	-8.97622e-08
11130000	1.19947	1.113	1.113	-0.0776946	-8.96821e-08
11140000	1.20067	1.114	1.114	-0.0777973	-8.96021e-08
11150000	1.20186	1.115	1.115	-0.0778998	-8.95223e-08
11160000	1.20305	1.116	1.116	-0.0780021	-8.94426e-08
11170000	1.20424	1.117	1.117	-0.0781043	-8.9363e-08
11180000	1.20543	1.118	1.118	-0.0782062	-8.92836e-08
11190000	1.20663	1.119	1.119	-0.078308	-8.92043e-08
11200000	1.20782	1.12	1.12	-0.0784096	-8.91252e-08
11210000	1.20901	1.121	1.121	-0.078511	-8.90462e-08
11220000	1.2102	1.122	1.122	-0.0786122	-8.89674e-08
11230000	1.2114	1.123	1.123	-0.0787133	-8.88887e-08
11240000	1.21259	1.124	1.124	-0.0788142	-8.88101e-08
11250000	1.21378	1.125	1.125	-0.0789149	-8.87317e-08
11260000	1.21497	1.126	1.126	-0.0790154	-8.86534e-08
11270000	1.21616	1.127	1.127	-0.0791157	-8.85753e-08
11280000	1.21736	1.128	1.128	-0.0792159	-8.84973e-08
11290000	1.21855	1.129	1.129	-0.0793158	-8.84194e-08
11300000	1.21974	1.13	1.13	-0.0794156	-8.83417e-08
11310000	1.22093	1.131	1.131	-0.0795153	-8.82641e-08
11320000	1.22212	1.132	1.132	-0.0796147	-8.81866e-08
11330000	1.22332	1.133	1.133	-0.079714	-8.81093e-08
11340000	1.22451	1.134	1.134	-0.0798131	-8.80321e-08
11350000	1.2257	1.135	1.135	-0.079912	-8.79551e-08
11360000	1.22689	1.136	1.136	-0.0800108	-8.78781e-08
11370000	1.22808	1.137	1.137	-0.0801093	-8.78014e-08
11380000	1.22928	1.138	1.138	-0.0802077	-8.77247e-08
11390000	1.23047	1.139	1.139	-0.080306	-8.76482e-08
11400000	1.23166	1.14	1.14	-0.080404	-8.75719e-08
11410000	1.23285	1.141	1.141	-0.0805019	-8.74956e-08
11420000	1.23404	1.142	1.142	-0.0805996	-8.74195e-08
11430000	1.23524	1.143	1.143	-0.0806972	-8.73435e-08
11440000	1.23643	1.144	1.144	-0.0807946	-8.72677e-08
11450000	1.23762	1.145	1.145	-0.0808918	-8.7192e-08
11460000	1.23881	1.146	1.146	-0.0809888	-8.71164e-08
11470000	1.24001	1.147	1.147	-0.0810857	-8.7041e-08
11480000	1.2412	1.148	1.148	-0.0811824	-8.69657e-08
11490000	1.24239	1.149	1.149	-0.0812789	-8.68905e-08
11500000	1.24358	1.15	1.15	-0.0813752	-8.68154e-08
11510000	1.24477	1.151	1.151	-0.0814714	-8.67405e-08
11520000	1.24597	1.152	1.152	-0.0815675	-8.66657e-08
11530000	1.24716	1.153	1.153	-0.0816633	-8.65911e-08
11540000	1.24835	1.154	1.154	-0.081759	-8.65165e-08
11550000	1.24954	1.155	1.155	-0.0818545	-8.64421e-08
11560000	1.25073	1.156	1.156	-0.0819499	-8.63679e-08
11570000	1.25193	1.157	1.157	-0.0820451	-8.62937e-08
11580000	1.25312	1.158	1.158	-0.0821401	-8.62197e-08
11590000	1.25431	1.159	1.159	-0.082235	-8.61458e-08
11600000	1.2555	1.16	1.16	-0.0823297	-8.60721e-08
11610000	1.25669	1.161	1.161	-0.0824243	-8.59984e-08
11620000	1.25789	1.162	1.162	-0.0825186	-8.59249e-08
11630000	1.25908	1.163	1.163	-0.0826128	-8.58515e-08
11640000	1.26027	1.164	1.164	-0.0827069	-8.57783e-08
11650000	1.26146	1.165	1.165	-0.0828008	-8.57052e-08
11660000	1.26266	1.166	1.166	-0.0828945	-8.56322e-08
11670000	1.26385	1.167	1.167	-0.0829881	-8.55593e-08
11680000	1.26504	1.168	1.168	-0.0830815	-8.54865e-08
11690000	1.26623	1.169	1.169	-0.0831748	-8.54139e-08
11700000	1.26742	1.17	1.17	-0.0832679	-8.53414e-08
11710000	1.26862	1.171	1.171	-0.0833608	-8.5269e-08
11720000	1.26981	1.172	1.172	-0.0834536	-8.51968e-08
11730000	1.271	1.173	1.173	-0.0835462	-8.51246e-08
11740000	1.27219	1.174	1.174	-0.0836386	-8.50526e-08
11750000	1.27338	1.175	1.175	-0.0837309	-8.49807e-08
11760000	1.27458	1.176	1.176	-0.0838231	-8.4909e-08
11770000	1.27577	1.177	1.177	-0.0839151	-8.48373e-08
11780000	1.27696	1.178	1.178	-0.0840069	-8.47658e-08
11790000	1.27815	1.179	1.179	-0.0840986	-8.46944e-08
11800000	1.27934	1.18	1.18	-0.0841901	-8.46231e-08
11810000	1.28054	1.181	1.181	-0.0842815	-8.45519e-08
11820000	1.28173	1.182	1.182	-0.0843727	-8.44809e-08
11830000	1.28292	1.183	1.183	-0.0844637	-8.441e-08
11840000	1.28411	1.184	1.184	-0.0845546	-8.43392e-08
11850000	1.2853	1.185	1.185	-0.0846454	-8.42685e-08
11860000	1.2865	1.186	1.186	-0.084736	-8.4198e-08
11870000	1.28769	1.187	1.187	-0.0848264	-8.41275e-08
11880000	1.28888	1.188	1.188	-0.0849167	-8.40572e-08
11890000	1.29007	1.189	1.189	-0.0850069	-8.3987e-08
11900000	1.29127	1.19	1.19	-0.0850968	-8.39169e-08
11910000	1.29246	1.191	1.191	-0.0851867	-8.38469e-08
11920000	1.29365	1.192	1.192	-0.0852764	-8.37771e-08
11930000	1.29484	1.193	1.193	-0.0853659	-8.37073e-08
11940000	1.29603	1.194	1.194	-0.0854553	-8.36377e-08
11950000	1.29723	1.195	1.195	-0.0855445	-8.35682e-08
11960000	1.29842	1.196	1.196	-0.0856336	-8.34988e-08
11970000	1.29961	1.197	1.197	-0.0857226	-8.34296e-08
11980000	1.3008	1.198	1.198	-0.0858113	-8.33604e-08
11990000	1.30199	1.199	1.199	-0.0859	-8.32914e-08
12000000	1.30319	1.2	1.2	-0.0859885	-8.32225e-08
12010000	1.30438	1.201	1.201	-0.0860768	-8.31536e-08
12020000	1.30557	1.202	1.202	-0.086165	-8.3085e-08
12030000	1.30676	1.203	1.203	-0.0862531	-8.30164e-08
12040000	1.30795	1.204	1.204	-0.086341	-8.29479e-08
12050000	1.30915	1.205	1.205	-0.0864287	-8.28796e-08
12060000	1.31034	1.206	1.206	-0.0865164	-8.28113e-08
12070000	1.31153	1.207	1.207	-0.0866038	-8.27432e-08
12080000	1.31272	1.208	1.208	-0.0866912	-8.26752e-08
12090000	1.31392	1.209	1.209	-0.0867783	-8.26073e-08
12100000	1.31511	1.21	1.21	-0.0868654	-8.25395e-08
12110000	1.3163	1.211	1.211	-0.0869523	-8.24718e-08
12120000	1.31749	1.212	1.212	-0.087039	-8.24042e-08
12130000	1.31868	1.213	1.213	-0.0871256	-8.23368e-08
12140000	1.31988	1.214	1.214	-0.0872121	-8.22695e-08
12150000	1.32107	1.215	1.215	-0.0872984	-8.22022e-08
12160000	1.32226	1.216	1.216	-0.0873846	-8.21351e-08
12170000	1.32345	1.217	1.217	-0.0874706	-8.20681e-08
12180000	1.32464	1.218	1.218	-0.0875565	-8.20012e-08
12190000	1.32584	1.219	1.219	-0.0876423	-8.19344e-08
12200000	1.32703	1.22	1.22	-0.0877279	-8.18677e-08
12210000	1.32822	1.221	1.221	-0.0878134	-8.18012e-08
12220000	1.32941	1.222	1.222	-0.0878987	-8.17347e-08
12230000	1.3306	1.223	1.223	-0.0879839	-8.16683e-08
12240000	1.3318	1.224	1.224	-0.088069	-8.16021e-08
12250000	1.33299	1.225	1.225	-0.0881539	-8.1536e-08
12260000	1.33418	1.226	1.226	-0.0882387	-8.14699e-08
12270000	1.33537	1.227	1.227	-0.0883233	-8.1404e-08
12280000	1.33656	1.228	1.228	-0.0884078	-8.13382e-08
12290000	1.33776	1.229	1.229	-0.0884922	-8.12725e-08
12300000	1.33895	1.23	1.23	-0.0885764	-8.12069e-08
12310000	1.34014	1.231	1.231	-0.0886605	-8.11414e-08
12320000	1.34133	1.232	1.232	-0.0887444	-8.1076e-08
12330000	1.34253	1.233	1.233	-0.0888283	-8.10107e-08
12340000	1.34372	1.234	1.234	-0.0889119	-8.09455e-08
12350000	1.34491	1.235	1.235	-0.0889955	-8.08805e-08
12360000	1.3461	1.236	1.236	-0.0890789	-8.08155e-08
12370000	1.34729	1.237	1.237	-0.0891622	-8.07506e-08
12380000	1.34849	1.238	1.238	-0.0892453	-8.06859e-08
12390000	1.34968	1.239	1.239	-0.0893283	-8.06212e-08
12400000	1.35087	1.24	1.24	-0.0894112	-8.05567e-08
12410000	1.35206	1.241	1.241	-0.0894939	-8.04922e-08
12420000	1.35325	1.242	1.242	-0.0895766	-8.04279e-08
12430000	1.35445	1.243	1.243	-0.089659	-8.03637e-08
12440000	1.35564	1.244	1.244	-0.0897414	-8.02995e-08
12450000	1.35683	1.245	1.245	-0.0898236	-8.02355e-08
12460000	1.35802	1.246	1.246	-0.0899057	-8.01716e-08
12470000	1.35921	1.247	1.247	-0.0899876	-8.01078e-08
12480000	1.36041	1.248	1.248	-0.0900694	-8.0044e-08
12490000	1.3616	1.249	1.249	-0.0901511	-7.99804e-08
12500000	1.36279	1.25	1.25	-0.0902327	-7.99169e-08
12510000	1.36398	1.251	1.251	-0.0903141	-7.98535e-08
12520000	1.36518	1.252	1.252	-0.0903954	-7.97902e-08
12530000	1.36637	1.253	1.253	-0.0904765	-7.9727e-08
12540000	1.36756	1.254	1.254	-0.0905576	-7.96639e-08
12550000	1.36875	1.255	1.255	-0.0906385	-7.96008e-08
12560000	1.36994	1.256	1.256	-0.0907193	-7.95379e-08
12570000	1.37114	1.257	1.257	-0.0907999	-7.94751e-08
12580000	1.37233	1.258	1.258	-0.0908804	-7.94124e-08
12590000	1.37352	1.259	1.259	-0.0909608	-7.93498e-08
12600000	1.37471	1.26	1.26	-0.0910411	-7.92873e-08
12610000	1.3759	1.261	1.261	-0.0911212	-7.92249e-08
12620000	1.3771	1.262	1.262	-0.0912012	-7.91626e-08
12630000	1.37829	1.263	1.263	-0.0912811	-7.91003e-08
12640000	1.37948	1.264	1.264	-0.0913609	-7.90382e-08
12650000	1.38067	1.265	1.265	-0.0914405	-7.89762e-08
12660000	1.38186	1.266	1.266	-0.09152	-7.89143e-08
12670000	1.38306	1.267	1.267	-0.0915994	-7.88525e-08
12680000	1.38425	1.268	1.268	-0.0916786	-7.87907e-08
12690000	1.38544	1.269	1.269	-0.0917578	-7.87291e-08
12700000	1.38663	1.27	1.27	-0.0918368	-7.86676e-08
12710000	1.38782	1.271	1.271	-0.0919156	-7.86061e-08
12720000	1.38902	1.272	1.272	-0.0919944	-7.85448e-08
12730000	1.39021	1.273	1.273	-0.092073	-7.84836e-08
12740000	1.3914	1.274	1.274	-0.0921515	-7.84224e-08
12750000	1.39259	1.275	1.275	-0.0922299	-7.83614e-08
12760000	1.39379	1.276	1.276	-0.0923082	-7.83004e-08
12770000	1.39498	1.277	1.277	-0.0923863	-7.82395e-08
12780000	1.39617	1.278	1.278	-0.0924643	-7.81788e-08
12790000	1.39736	1.279	1.279	-0.0925422	-7.81181e-08
12800000	1.39855	1.28	1.28	-0.09262	-7.80575e-08
12810000	1.39975	1.281	1.281	-0.0926977	-7.79971e-08
